S. no,Name,Brand,Image,,Country,Sport,Gender,MRP,Sizes,Colours,Amazon Link,Price,Available sizes,Flipkart Link,Price,Available sizes,Myntra Link,Price,Available sizes,Tata Cliq Link,Price,Available sizes,NBA Store Link,Price,Available sizes,Ajio Link,Price,Available sizes,Superkicks Link,Price,Available sizes,Official Website,Price,Available sizes,Foot Type,Foot Width,Injury History,Playing Surface,Playing Style,Playing Position,Shoe Preference,Player Level,Product Analysis Note
422,"Nike Mercurial Vapor 16 Academy
Multi-Ground Low-Top Football Boot",Nike,,,India,Football,Men,7995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Ocean Cube Pink Blast,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-16-academy-multi-ground-low-top-football-boot-s20TlP/FQ8374-301,7995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Neutral,Medium,Air Zoom,Multi-ground,Speed,Wingers,Low-top,Intermediate,
423,"""Nike Mercurial Vapor 16 Academy
Multi-Ground Low-Top Football Boot""",Nike,,,India,Football,Men,7995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Ember Glow Aurora Green,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-16-academy-multi-ground-low-top-football-boot-s20TlP/FQ8374-800,7995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Neutral,Medium,Air Zoom,Multi-ground,Speed,Wingers,Low-top,Intermediate,
424,"""Nike Mercurial Vapor 16 Academy
Multi-Ground Low-Top Football Boot""",Nike,,,India,Football,Men,7995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12", Black Deep Jungle Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-16-academy-multi-ground-low-top-football-boot-s20TlP/FQ8374-002,7995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Neutral,Medium,Air Zoom,Multi-ground,Speed,Wingers,Low-top,Intermediate,
425,"Nike Mercurial Vapor 16 Pro
Turf Low-Top Football Shoes",Nike,,,India,Football,Men,10995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Ocean Cube Pink Blast,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/mercurial-vapor-16-pro-low-top-football-shoes-C6066B/FQ8687-301,10995,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,12",Neutral,Medium,Air Zoom,Turf,Speed,Wingers,Low-top,Pro,
426,"Nike Tiempo Legend 10 Elite
Firm-Ground Low-Top Football Boot",Nike,,,India,Football,Men,21295,"5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5", Stadium Green/Dark Obsidian,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/t/tiempo-legend-10-elite-low-top-football-boot-9JBQGSyq/HJ7272-300,21295,"5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5",Neutral,Wide-friendly,General use,Firm ground,All-round,Universal,Lace-up,Elite,
427,"Nike Mercurial Superfly 10 Academy By You
Custom FG High-Top Football Boot",Nike,,,India,Football,Men,11995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Multi-Colour/Multi-Colour,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-nike-mercurial-superfly-10-academy-by-you-10002038/2125696413,11995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,Standard,General use,Firm ground,Speed-focused,Attackers/wingers,"Lace-up, NikeSkin",Intermediate,
428,"Nike Mercurial Superfly 10 Academy By You
Custom FG High-Top Football Boot",Nike,,,India,Football,Men,11995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Multi-Colour/Multi-Colour,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-nike-mercurial-superfly-10-academy-by-you-10002038/2420359958,11995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,Standard,General use,Firm ground,Speed-focused,Attackers/wingers,"Lace-up, NikeSkin",Intermediate,
429,"Nike Mercurial Superfly 10 Academy By You
Custom FG High-Top Football Boot",Nike,,,India,Football,Men,11995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Multi-Colour/Multi-Colour,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-nike-mercurial-superfly-10-academy-by-you-10002038/2476819006,11995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,Standard,General use,Firm ground,Speed-focused,Attackers/wingers,"Lace-up, NikeSkin",Intermediate,
430,"Nike Mercurial Superfly 10 Academy By You
Custom FG High-Top Football Boot",Nike,,,India,Football,Men,11995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Multi-Colour/Multi-Colour,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-nike-mercurial-superfly-10-academy-by-you-10002038/6838210571,11995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,Standard,General use,Firm ground,Speed-focused,Attackers/wingers,"Lace-up, NikeSkin",Intermediate,
431,"""Nike Mercurial Superfly 10 Academy By You
Custom FG High-Top Football Boot""",Nike,,,India,Football,Men,11995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Multi-Colour/Multi-Colour,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-nike-mercurial-superfly-10-academy-by-you-10002038/6572304420,11995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,Standard,General use,Firm ground,Speed-focused,Attackers/wingers,"Lace-up, NikeSkin",Intermediate,
432,"""""""Nike Mercurial Superfly 10 Academy By You
Custom FG High-Top Football Boot""""""",Nike,,,India,Football,Men,11995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Multi-Colour/Multi-Colour,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-nike-mercurial-superfly-10-academy-by-you-10002038/6505274613,11995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,Standard,General use,Firm ground,Speed-focused,Attackers/wingers,"Lace-up, NikeSkin",Intermediate,
433,"Nike Mercurial Vapor 16 Elite By You
Custom AG-Pro Low-Top Football Boot",Nike,,,India,Football,Men,24895,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Royal Pulse/Hyper Royal/Royal,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-nike-mercurial-vapor-16-elite-by-you-10002045/2479598158,24895,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,Standard,General use,Artificial grass,Speed-focused,Attackers/wingers,"Lace-up, Flyknit",Elite,
434,"""Nike Mercurial Vapor 16 Elite By You
Custom AG-Pro Low-Top Football Boot""",Nike,,,India,Football,Men,24895,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Hyper Turquoise/Dusty,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-nike-mercurial-vapor-16-elite-by-you-10002045/2992063175,24895,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,Standard,General use,Artificial grass,Speed-focused,Attackers/wingers,"Lace-up, Flyknit",Elite,
435,"Nike Mercurial Vapor 16 Elite By You
Custom AG-Pro Low-Top Football Boot",Nike,,,India,Football,Men,24895,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",White/Platinum Tint/White,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-nike-mercurial-vapor-16-elite-by-you-10002045/3812676192,24895,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,Standard,General use,Artificial grass,Speed-focused,Attackers/wingers,"Lace-up, Flyknit",Elite,
436,"""Nike Mercurial Vapor 16 Elite By You
Custom AG-Pro Low-Top Football Boot""",Nike,,,India,Football,Men,24895,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Pink Foam/Hyper Pink/Pink,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-nike-mercurial-vapor-16-elite-by-you-10002045/7047791592,24895,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,Standard,General use,Artificial grass,Speed-focused,Attackers/wingers,"Lace-up, Flyknit",Elite,
437,"Nike Mercurial Vapor 16 Elite By You
Custom AG-Pro Low-Top Football Boot",Nike,,,India,Football,Men,24895,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",White/Platinum Tint/White,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-nike-mercurial-vapor-16-elite-by-you-10002045/8896714402,24895,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,Standard,General use,Artificial grass,Speed-focused,Attackers/wingers,"Lace-up, Flyknit",Elite,
438,"Nike Phantom Luna 2 Elite By You
Custom FG High-Top Football Boot",Nike,,,India,Football,Men,26995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",White/White,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-phantom-luna-2-elite-by-you-10001758/4357260120,26995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,moderately wide,General use,Firm ground,Control-focused,Playmakers/forwards,"Lace-up, Gripknit",Elite,
439,"""Nike Phantom Luna 2 Elite By You
Custom FG High-Top Football Boot""",Nike,,,India,Football,Men,26995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Racer Blue/Racer Blue,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-phantom-luna-2-elite-by-you-10001758/2834615820,26995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,moderately wide,General use,Firm ground,Control-focused,Playmakers/forwards,"Lace-up, Gripknit",Elite,
440,"""Nike Phantom Luna 2 Elite By You
Custom FG High-Top Football Boot""",Nike,,,India,Football,Men,26995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Racer Blue/Racer Blue,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-phantom-luna-2-elite-by-you-10001758/9192706282,26995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,moderately wide,General use,Firm ground,Control-focused,Playmakers/forwards,"Lace-up, Gripknit",Elite,
441,"Nike Phantom Luna 2 Elite By You
Custom FG High-Top Football Boot",Nike,,,India,Football,Men,26995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Volt/Volt,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-phantom-luna-2-elite-by-you-10001758/5765077112,26995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,moderately wide,General use,Firm ground,Control-focused,Playmakers/forwards,"Lace-up, Gripknit",Elite,
442,"Nike Phantom Luna 2 Elite By You
Custom FG High-Top Football Boot",Nike,,,India,Football,Men,26995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Hyper Pink,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-phantom-luna-2-elite-by-you-10001758/9946860498,26995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,moderately wide,General use,Firm ground,Control-focused,Playmakers/forwards,"Lace-up, Gripknit",Elite,
443,"Nike Phantom Luna 2 Elite By You
Custom FG High-Top Football Boot",Nike,,,India,Football,Men,26995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-phantom-luna-2-elite-by-you-10001758/5552858727,26995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,moderately wide,General use,Firm ground,Control-focused,Playmakers/forwards,"Lace-up, Gripknit",Elite,
444,"Nike Phantom Luna 2 Elite By You
Custom FG High-Top Football Boot",Nike,,,India,Football,Men,26995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",white,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-phantom-luna-2-elite-by-you-10001758/5082830351,26995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,moderately wide,General use,Firm ground,Control-focused,Playmakers/forwards,"Lace-up, Gripknit",Elite,
445,"Nike Phantom Luna 2 Elite By You
Custom FG High-Top Football Boot",Nike,,,India,Football,Men,26995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Bright Crimson,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-phantom-luna-2-elite-by-you-10001758/8777413058,26995,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral,moderately wide,General use,Firm ground,Control-focused,Playmakers/forwards,"Lace-up, Gripknit",Elite,
446,"Nike Phantom Luna 2 Academy By You
Custom MG High-Top Football Boot",Nike,,,India,Football,Men,11995,"2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Multi-Colour/Multi-Colour,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-phantom-luna-academy-2-by-you-10001769/9244223537,11995,"2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral alignment.,customizable fit.,"NikeSkin,",Multi-ground,Agile,Midfielders,"Custom high-top,",Intermediate,
447,"Nike Phantom Luna 2 Academy By You
Custom MG High-Top Football Boot",Nike,,,India,Football,Men,11995,"2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Multi-Colour/Multi-Colour,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-phantom-luna-academy-2-by-you-10001769/1619688334,11995,"2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral alignment.,customizable fit.,"NikeSkin,",Multi-ground,Agile,Midfielders,"Custom high-top,",Intermediate,
448,"Nike Phantom Luna 2 Academy By You
Custom MG High-Top Football Boot",Nike,,,India,Football,Men,11995,"2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Multi-Colour/Multi-Colour,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-phantom-luna-academy-2-by-you-10001769/7890053440,11995,"2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral alignment.,customizable fit.,"NikeSkin,",Multi-ground,Agile,Midfielders,"Custom high-top,",Intermediate,
449,"Nike Phantom Luna 2 Academy By You
Custom MG High-Top Football Boot",Nike,,,India,Football,Men,11995,"2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Multi-Colour/Multi-Colour,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-phantom-luna-academy-2-by-you-10001769/5470765926,11995,"2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral alignment.,customizable fit.,"NikeSkin,",Multi-ground,Agile,Midfielders,"Custom high-top,",Intermediate,
450,"Nike Phantom Luna 2 Academy By You
Custom MG High-Top Football Boot",Nike,,,India,Football,Men,11995,"2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Multi-Colour/Multi-Colour,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-phantom-luna-academy-2-by-you-10001769/6856678471,11995,"2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral alignment.,customizable fit.,"NikeSkin,",Multi-ground,Agile,Midfielders,"Custom high-top,",Intermediate,
451,"Nike Phantom Luna 2 Academy By You
Custom MG High-Top Football Boot",Nike,,,India,Football,Men,11995,"2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Multi-Colour/Multi-Colour,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.nike.com/in/u/custom-phantom-luna-academy-2-by-you-10001769/7022153907,11995,"2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12",Neutral alignment.,customizable fit.,"NikeSkin,",Multi-ground,Agile,Midfielders,"Custom high-top,",Intermediate,
452,Copa Pure 3 Club Firm/Multi-Ground Boots,Adidas,,,India,Football,Men,5599,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12,12.5,13",Core Black  Cloud White  Lucid Lemon,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.adidas.co.in/copa-pure-3-club-firm-multi-ground-boots/JR2896.html,5599,"4,5,6,7,8,9,10,11,12",Neutral motion,Slim,Cushioned ankle,Firm ground,"Precise passing,",Midfielders,Synthetic leather,Beginner to intermediate.,
453,Copa Pure 3 Club Turf Boots,Adidas,,,India,Football,Men,5599,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12,12.5,13",Core Black  Cloud White  Lucid Lemon,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.adidas.co.in/copa-pure-3-club-turf-boots/JR2893.html,5599,"6,7,8,9,10,11,12",Neutral,Slim fit,Quilted leather,Turf,Precise touch,Ideal for midfielders,Synthetic leather,Beginner,
454,Predator League Fold-Over Tongue Firm/Multi-Ground Boots,Adidas,,,India,Football,Men,9999,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12,12.5,13",Cloud White / Core Black / Lucid Lemon,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.adidas.co.in/predator-league-fold-over-tongue-firm-multi-ground-boots/JI1111.html,9999,"4,5,6,7,8,9,10,11,12",Neutral,"Standard, Pro",Hybridfeel upper,Firm ground,"Precise shooting,",Midfielders,Synthetic Hybridfeel,Intermediate,Soft/muddy pitches
455,Predator Club Firm/Multi-Ground Boots,Adidas,,,India,Football,Men,5999,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12,12.5,13",Cloud White / Core Black / Lucid Lemon,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,adidas Predator Club Firm/Multi-Ground Boots - White | adidas India,5999,"4,5,6,8,9,10,11,12",Neutral motion.,Standard,Synthetic upper,Firm ground,Precise shooting,Midfielders,"Laced, synthetic",Beginner,
456,Copa Pure 3 Club Indoor Boots,Adidas,,,India,Football,Men,5599,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12,12.5,13",Cloud White / Lucid Red / Core Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.adidas.co.in/copa-pure-3-club-indoor-boots/JI4138.html,5599,"6,7,8,9,10,11,12",Neutral,Slim fit,Synthetic upper,Indoor flat surfaces,Precise passing,Suits midfielders,Synthetic leather,Beginner,
457,Predator Elite Fold-Over Tongue Firm Ground Boots,,,,india,Football,Men,18199,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12,12.5,13",Lucid Blue / Cloud White / Solar Red,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.adidas.co.in/predator-elite-fold-over-tongue-firm-ground-boots/IF6442.html,18199,"6,4,8,9,10",Neutral,Standard,HybridTouch 2.0,Firm ground,Power shooting,Midfielders,Laced,Advanced to elite,
458,Copa Pure 3 League Firm/Multi-Ground Boots,Adidas,,,India,Football,Men,8599,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12,12.5,13",Core Black / Carbon / Lucid Red,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.adidas.co.in/copa-pure-3-league-firm-multi-ground-boots/ID9052.html,8599,"4,5,8,9,10,11,12",Neutral motion,Slightly wider,Fusionfeel upper,"Firm ground,",Precise passing,Midfielders,"Laced,",Intermediate.,
459,Copa Pure 3 League Firm/Multi-Ground Boots,Adidas,,,India,Football,Men,6019,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12,12.5,13",Halo Blue / Blue Fusion / Lucid Lemon,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.adidas.co.in/copa-pure-3-league-firm-multi-ground-boots/ID9050.html,6019,"6,7,8,9,10,11",Neutral,Slightly wider,"Fusionfeel upper,",artificial grass,Precise passing,"Midfielders,",Laced,Intermediate.,
460,F50 Club Indoor Boots,Adidas,,,India,Football,Men,5999,",6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12,12.5,13",Cloud White / Core Black / Solar Yellow,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.adidas.co.in/f50-club-indoor-boots/IE1222.html,5999,"6,7,8,9,10,11,12",Neutral,Regular,"Fiberskin upper,",Indoor flat surfaces,"Speed-focused,","Forwards,","Laced,",Beginner,
461,Predator League Fold-Over Tongue Firm/Multi-Ground Boots,Adidas,,,India,Football,Men,6999,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12,12.5,13",Lucid Red / Cloud White / Core Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.adidas.co.in/predator-league-fold-over-tongue-firm-multi-ground-boots/ID1319.html,6999,"4,6,7,8,9,10,11,12",Neutral,Standard,Hybridfeel upper,Firm ground,Precise shooting,"Midfielders,","Laced,",Intermediate,
462,Copa Pure 3 League Firm/Multi-Ground Boots,Adidas,,,India,Football,Men,6019,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,,11,11.5,12,12.5,13",Cloud White / Lucid Red / Core Black,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,https://www.adidas.co.in/copa-pure-3-league-firm-multi-ground-boots/ID9049.html,6019,"4,5,6,7,8,9,10,11,12",Neutral,Slightly wider fit,Fusionfeel upper,Firm ground,Precise passing,Suits midfielders,Laced,Intermediate,
